protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration
s42_n300,300,0.788925,595.57,661,-8.760356106649745,5.456395530700683,0.3394423819247881,0.22666666666666666,3.8804244601557283,2559.6449663674016,5,8.790306402010657,33.04362097756288,-39.528548272965004,18.077194213867188
s42_n400,400,0.8153100000000001,1076.76,986,-31.212858841588883,4.633821678161621,0.317045033429373,0.0325,3.57441352511751,2306.934974710872,7,5.56074592601372,40.263238297893786,-79.94208261898913,20.916650772094727
s42_n500,500,0.8098008,1027.79,392,-10.016403956745933,5.437752342224121,0.35552015559661015,0.078,3.6521679686094513,2178.3638910192963,5,6.3030875866972345,61.327521593321215,-69.99201624572665,22.073863983154297
s43_n300,300,0.7853863333333334,609.392,1041,-7.9331565418663885,5.397339820861816,0.3094407892618097,0.013333333333333334,3.883207629690907,2289.075563792551,6,10.481447396703773,29.478014916573184,-31.709107778658403,17.69334602355957
s43_n400,400,0.8178630000000001,1096.41,2897,-2.3804799123227838,5.980507850646972,0.1831824043531548,0.0,3.4463710151115925,2192.3709324432966,7,5.141359406498395,68.89885666346635,-61.33029067064498,23.214004516601562
s43_n500,500,0.7922602,564.171,685,-8.11657267001533,5.949757957458496,0.41311277551044484,0.188,3.669184574553297,1592.5145497167941,1,8.811451963642073,58.22417006200513,-61.13745136527966,21.855268478393555
s44_n300,300,0.8054656666666666,725.239,678,-4.423149495086491,5.4924314498901365,0.13637215698878888,0.0,3.2322030186702344,1367.6946103124988,2,1.9314495783046555,43.25898073082074,-48.165968496912,18.398845672607422
s44_n400,400,0.7725839999999999,1429.3,2204,-12.214689831801923,4.103229713439941,0.4383500378700381,0.2325,3.4186687135187643,2130.2854790602455,4,8.940178143196922,4.148521784300311,-7.371893314831783,19.454662322998047
s44_n500,500,0.8111425999999999,1555.66,61,4.899225057422527,8.517579078674316,0.3348603255150445,0.054,3.666466484758661,1630.3223677036149,2,4.093844289079459,81.44900570689065,-46.98409911129946,23.689226150512695
s45_n300,300,0.79383,571.057,501,-19.754915857181935,4.9061372756958,0.2451413224385701,0.0,3.712334927635184,1108.0097036201187,2,4.289773124639103,32.4437868033923,-60.05146950253031,17.29446029663086
s45_n400,400,0.80539575,830.676,201,-28.42957837835843,5.11610050201416,0.6598173395407915,0.8275,3.716283377758714,1146.4266726689502,1,3.2209799694638384,41.02573284525414,-71.35591557858032,19.223562240600586
s45_n500,500,0.811345,749.195,1040,-24.397884294822305,5.353460121154785,0.39406634843897714,0.178,3.752236641610291,2885.239584095685,4,8.36344380972796,75.90216164451049,-87.10232659982952,24.035419464111328
s46_n300,300,0.805834,489.892,1263,-38.95188501346183,4.23395938873291,0.41802519653058695,0.2833333333333333,3.582262589017899,1552.2720020493662,4,5.305814185817024,16.73685539082859,-72.31599187290882,17.895355224609375
s46_n400,400,0.76995425,1840.27,1375,-10.396164436588329,4.589828300476075,0.2653602644715851,0.0,3.5730588639325673,5220.1075540133525,24,15.28033609485801,15.41205138593368,-13.088915175184564,19.846397399902344
s46_n500,500,0.8067624,560.169,42,-3.9544410512229007,6.385542488098144,0.5787630358156848,0.758,3.543146006860238,679.1184974366104,1,0.17148433773420807,43.880497387483445,-56.07290203818393,23.824796676635742
s47_n300,300,0.7989620000000001,571.961,2732,-15.776857049143445,4.969512748718262,0.37420491970688924,0.16666666666666666,3.424994953226377,1770.5714184637525,5,4.999990356597822,32.09134158237849,-47.75472494754779,17.291242599487305
s47_n400,400,0.79727975,482.278,42,8.594970959720698,9.432772254943849,0.47394627179384174,0.4225,3.482135689122851,612.496278015883,1,1.8614315699477175,127.28562535496772,-88.39783701613446,20.728904724121094
s47_n500,500,0.785974,1145.33,632,1.4535306368536078,8.328622245788573,0.2854537864449263,0.038,2.125254498320819,972.6156717048019,3,0.9242444136337987,12.027212795053776,-4.031398567401072,23.336475372314453
s48_n300,300,0.7997760000000002,529.342,844,-12.810861936749447,5.24910373687744,0.18943322514599287,0.0,3.8580698249942644,2076.7298819619314,7,4.055806316256199,45.8120402891568,-59.98871037457242,18.069026947021484
s48_n400,400,0.8221055000000002,1054.57,1244,-60.03945786226727,4.26175365447998,0.39941800461658644,0.185,3.659978058152518,1899.158403900228,5,4.487603176840084,23.714816760283643,-118.09631295456374,20.531082153320312
s48_n500,500,0.7950406,1420.26,4817,61.71656352251763,10.016404533386229,0.2008106667432425,0.004,3.6190326147034346,2868.6254809733487,7,11.46313650421945,151.10590188825222,-11.544086280044072,21.496110916137695
s49_n300,300,0.7707376666666668,894.748,2226,6.193535508868935,9.846981620788572,0.38465918047729536,0.08666666666666667,3.5088228021947443,2041.721421521161,6,6.777094078907086,14.013901125224809,-7.073786096223079,17.386571884155273
s49_n400,400,0.7849842499999999,643.448,575,-6.197280970093928,5.391655921936036,0.32281041326850984,0.1225,3.9765143863370214,4229.344397873133,11,12.530169474718996,46.64690983918845,-37.50242286870229,20.294349670410156
s49_n500,500,0.8066116000000001,1062.17,3518,-0.26856652113897894,6.849121284484863,0.06223423968796162,0.0,3.0667874620877877,1372.107882040698,1,2.230807517049427,89.7242473586403,-79.71200063963137,23.24716567993164
s50_n300,300,0.7786776666666666,588.522,1040,-5.9869072892798165,5.566265296936035,0.22979225406597825,0.03,4.030438179461033,2678.1516285560224,9,9.925347774741516,34.26804367848287,-29.226586656662423,17.91063690185547
s50_n400,400,0.80820925,852.955,537,-48.09671974162917,4.6078462600708,0.5862126338361423,0.745,3.868677626348812,1612.6271630536653,2,5.047567469266646,18.95620959627957,-91.52983084575231,20.807443618774414
s50_n500,500,0.7830423999999999,951.369,6131,-0.20412541214591307,5.57001667022705,0.16880073069802418,0.0,2.2146230757247474,9875.901497290557,25,65.36432541145346,0.0,0.0,20.622007369995117
s51_n300,300,0.7961823333333333,539.044,1373,-3.1342346090580335,5.875412559509278,0.3913153758979396,0.15,3.5131408299598332,1500.2280405965253,5,5.360572417323359,46.50987061280862,-37.32929222934061,17.421594619750977
s51_n400,400,0.7966885,906.612,4456,-0.42681979671313286,6.695314979553221,0.07764987068344605,0.0,3.45039391933615,2284.6853412825494,5,4.548995741925476,72.76790124630308,-58.50134845533179,21.1603946685791
s51_n500,500,0.7821269999999999,1602.05,54,-10.395055866231829,4.627683067321779,0.47441408967464616,0.33,3.6516194548192287,1931.3303083744574,5,8.442709761745029,9.007004844693446,-36.473478248377425,22.851293563842773
s52_n300,300,0.7938183333333333,545.695,1359,-18.14373086240939,4.732209968566894,0.32622764417004646,0.06,3.6537206677517875,2188.713650585952,6,6.236732554861743,31.194094350523088,-50.32708562873271,17.58951187133789
s52_n400,400,0.808617,959.347,1623,-32.00724765224636,4.660649681091309,0.29305306172928336,0.0875,3.894567088038102,2249.281250770262,4,5.382341535844917,44.51694945986604,-89.20486754609823,20.6787109375
s52_n500,500,0.7894772,877.145,0,-13.751974528774298,5.104277992248535,0.15953231469075957,0.094,3.435009727000753,1362.3539403739067,1,1.8103090172000056,72.15797369725668,-69.73802786329787,23.258167266845703
s53_n300,300,0.8110943333333334,473.386,666,-42.76950886836869,4.144437980651855,0.6140662033847495,0.7766666666666666,3.4948090074896925,1053.8242701260585,2,3.62167720534321,15.577031781222736,-82.34880248821361,17.134340286254883
