protein_id,sequence_length,swi,tango_total,tango_aggregation_positions,net_charge_ph7,pI,iupred3_mean,iupred3_fraction_disordered,shannon_entropy,hydrophobic_patch_total_area,hydrophobic_patch_n_large,sap_total,scm_positive,scm_negative,radius_of_gyration
s54_n300,300,0.794963,1053.91,651,-15.068411757116252,4.9890653610229485,0.07659666648133427,0.0,3.4820970026086697,1503.5859521564448,1,2.2140839419697556,34.24788804990662,-60.66985039671644,18.213483810424805
s54_n400,400,0.79182275,863.279,919,-29.65529306783258,4.762561988830566,0.3419083613429479,0.14,3.8395473901235175,1293.333766662815,1,3.7112681266038012,40.590696973348464,-85.38548757410707,21.55643081665039
s54_n500,500,0.7927502,1653.69,51,-2.5182610516171433,4.0500284194946286,0.5331167736312834,0.568,2.6223234789977834,1929.2627647803374,5,5.105727396680611,0.7777011922720027,-2.392982139361433,22.08979034423828
s55_n300,300,0.795362,517.894,1625,-13.80625951361408,4.999637413024902,0.3920185016936943,0.18666666666666668,3.6942973356149285,2398.81032486296,4,8.06290039843882,28.87587743856011,-47.269481574489696,18.142370223999023
s55_n400,400,0.79170675,885.636,1082,-10.895911285051099,5.34135341644287,0.2096748908116219,0.0,3.980058989726543,3817.8171535294255,9,12.18421236640049,44.538758721876846,-52.554782757554264,21.21249771118164
s55_n500,500,0.8115396,1124.08,1645,-28.986153701642998,4.819912528991699,0.3215887844917594,0.212,3.6946548598264726,1980.3474210121512,5,4.269698286951016,58.78932562432132,-87.43866236860518,21.778539657592773
s56_n300,300,0.8226673333333334,605.367,821,-23.260243640630335,4.864246940612793,0.15136337798981514,0.0,3.2746293922374825,1433.5888609660763,3,2.7384155855935677,40.9679214035031,-79.53941114780511,19.09406852722168
s56_n400,400,0.7690950000000001,486.122,1149,-11.369145353101061,4.826221656799316,0.22593972392307088,0.0,3.300083908689105,2224.2667003622605,5,9.245282984053581,27.90755484637953,-24.17948661143474,23.758155822753906
s56_n500,500,0.800369,949.359,191,-43.120511643107015,4.540435218811036,0.4144313734170247,0.212,3.5258430860208,1447.58216394481,1,2.8117148137417285,62.568342047386324,-122.4524531443609,23.633060455322266
s57_n300,300,0.8106693333333334,573.953,349,-8.075259315335721,5.507777976989746,0.1342688115569207,0.0,3.441057880225854,787.9511021478796,0,1.4905776660297014,51.081012809967106,-47.315171143816904,18.089664459228516
s57_n400,400,0.781132,764.149,1,8.528752908426767,9.684585762023925,0.4346656921216275,0.24,3.7967235214540187,1983.4001950469699,8,6.094800912067796,45.38197108426405,-19.50393068719484,19.129106521606445
s57_n500,500,0.7939636,1340.48,428,35.44945248793532,9.727779579162597,0.18468991457310271,0.0,2.9927682259603037,1775.9357226381169,1,2.4061715460098974,105.75989447576893,-28.1907900021789,21.915372848510742
