r2_mean,r2_std,mae_mean,mae_std,n_train,n_test,probe_type,property,t,t_convention,input_variant
0.453732478604817,0.02673677918037459,0.5597528481655911,0.02084439993046018,9459,2364,linear,swi,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
0.4392947435379028,0.02011631540710451,0.5667710185050965,0.021742616590800925,9459,2364,mlp,swi,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
0.3547665596008301,0.015306665642249681,0.6062726378440857,0.026103635381661827,9459,2364,knn,swi,0.5,"code (0=noise, 1=clean)",latent_plus_backbone
0.6922684477565275,0.022788490486340945,0.4181777777114598,0.013594284081258437,9459,2364,linear,swi,0.8,"code (0=noise, 1=clean)",latent_only
0.6746020674705505,0.02027931305938994,0.43014779686927795,0.014859914845505815,9459,2364,mlp,swi,0.8,"code (0=noise, 1=clean)",latent_only
0.6026939988136292,0.019772745919600765,0.4744130611419678,0.01641659911352881,9459,2364,knn,swi,0.8,"code (0=noise, 1=clean)",latent_only
0.6911090421666094,0.02412199643461257,0.419149165617433,0.01302000989577435,9459,2364,linear,swi,0.8,"code (0=noise, 1=clean)",latent_plus_backbone
0.6031132340431213,0.026819893145598964,0.4745818793773651,0.017122571288442568,9459,2364,mlp,swi,0.8,"code (0=noise, 1=clean)",latent_plus_backbone
0.5556371927261352,0.012947395696662142,0.5005437910556794,0.01918369507165988,9459,2364,knn,swi,0.8,"code (0=noise, 1=clean)",latent_plus_backbone
0.7195749655455836,0.019149855813771686,0.3987816601948014,0.015034022133997084,1182,295,linear,swi,1.0,"code (0=noise, 1=clean)",latent_only
0.7017194509506226,0.014318952104976064,0.40992975831031797,0.01610377267318501,1182,295,mlp,swi,1.0,"code (0=noise, 1=clean)",latent_only
0.653084135055542,0.015259125752133784,0.44194788336753843,0.01690982862938454,1182,295,knn,swi,1.0,"code (0=noise, 1=clean)",latent_only
0.7184534649262011,0.020406735782167344,0.39947940396633747,0.014508185736732699,1182,295,linear,swi,1.0,"code (0=noise, 1=clean)",latent_plus_backbone
0.6879435777664185,0.015688791786485027,0.4215414524078369,0.013886404571462122,1182,295,mlp,swi,1.0,"code (0=noise, 1=clean)",latent_plus_backbone
0.6329790353775024,0.007942222114924962,0.45326972007751465,0.022483010389480428,1182,295,knn,swi,1.0,"code (0=noise, 1=clean)",latent_plus_backbone
0.17184071683062901,0.025683597037650698,0.7226383268913354,0.014065929854488955,9459,2364,linear,sap,0.3,"code (0=noise, 1=clean)",latent_only
