probe,n_params,fold,epoch,train_loss,r2_mean,elapsed_s,r2_swi,r2_tango,r2_net_charge,r2_pI,r2_iupred3,r2_iupred3_fraction_disordered,r2_shannon_entropy,r2_hydrophobic_patch_total_area,r2_hydrophobic_patch_n_large,r2_sap,r2_scm_positive,r2_scm_negative,r2_rg
mlp_h32_L1,717,0,14,0.7891903846605158,0.2109798789024353,2.9677488803863525,0.14525800943374634,0.11163508892059326,0.20538145303726196,0.24044227600097656,0.3529753088951111,0.17356842756271362,0.6375670433044434,0.09768140316009521,0.0939779281616211,0.12832307815551758,0.30948400497436523,0.2218201756477356,0.024624228477478027
mlp_h32_L1,717,0,15,0.7868763692706563,0.20681243217908418,2.933897018432617,0.14617758989334106,0.10803472995758057,0.20817357301712036,0.2384015917778015,0.355790376663208,0.17463475465774536,0.6150165796279907,0.09513485431671143,0.09410011768341064,0.1274871826171875,0.29288214445114136,0.21333658695220947,0.019391536712646484
mlp_h32_L1,717,0,16,0.7868876791870093,0.21412797157581037,2.942927122116089,0.14582782983779907,0.11467349529266357,0.20990127325057983,0.2411983609199524,0.3551904559135437,0.17531776428222656,0.639968752861023,0.10348749160766602,0.10048675537109375,0.13775986433029175,0.3093699812889099,0.22817689180374146,0.0223047137260437
mlp_h32_L1,717,0,17,0.7845744023174874,0.21011938498570368,2.927643060684204,0.14680594205856323,0.10465210676193237,0.20299947261810303,0.23846536874771118,0.35588157176971436,0.17727690935134888,0.644791841506958,0.09651201963424683,0.09733790159225464,0.1331768035888672,0.30375075340270996,0.21144455671310425,0.018456757068634033
mlp_h32_L1,717,0,18,0.7842801782545544,0.20792245864868164,2.992121696472168,0.14548367261886597,0.11027228832244873,0.20694297552108765,0.2359302043914795,0.3576647639274597,0.17721116542816162,0.6213060617446899,0.10198485851287842,0.10034090280532837,0.13648861646652222,0.2857099771499634,0.208917498588562,0.014738976955413818
mlp_h32_L1,717,0,19,0.7840572766823772,0.21607964772444505,2.969420909881592,0.1475394368171692,0.11528027057647705,0.208238422870636,0.24019289016723633,0.3579159379005432,0.17751193046569824,0.6459307670593262,0.10658669471740723,0.10424846410751343,0.14297062158584595,0.3091890811920166,0.22919869422912598,0.024232208728790283
mlp_h64_L1,1421,0,0,0.8628820984090348,0.16865951739824736,3.0608088970184326,0.13761216402053833,0.09253567457199097,0.17479687929153442,0.18977844715118408,0.3362886309623718,0.14970356225967407,0.4773724675178528,0.04929351806640625,0.039584994316101074,0.0466342568397522,0.28422361612319946,0.19776368141174316,0.016985833644866943
mlp_h64_L1,1421,0,1,0.8182987524322061,0.17849022150039673,3.0273451805114746,0.13542258739471436,0.09547072649002075,0.18499958515167236,0.20454621315002441,0.3436339497566223,0.1539846658706665,0.5220429301261902,0.06146782636642456,0.05349487066268921,0.06372511386871338,0.28400111198425293,0.20018142461776733,0.01740187406539917
mlp_h64_L1,1421,0,2,0.8077617036171323,0.18709079577372625,2.8773045539855957,0.14112871885299683,0.09440743923187256,0.19074678421020508,0.21709877252578735,0.34286773204803467,0.1578737497329712,0.5710462331771851,0.06717479228973389,0.06107360124588013,0.0704088807106018,0.29275619983673096,0.20723778009414673,0.018359661102294922
mlp_h64_L1,1421,0,3,0.8013988729155697,0.19144646938030535,2.8739516735076904,0.13928961753845215,0.09773606061935425,0.1978340744972229,0.22424417734146118,0.33540600538253784,0.15961521863937378,0.5893054008483887,0.07410264015197754,0.07028782367706299,0.07919913530349731,0.29833686351776123,0.2054925560951233,0.017954528331756592
mlp_h64_L1,1421,0,4,0.7987892077283004,0.1976746183175307,2.7880165576934814,0.14264917373657227,0.10279643535614014,0.20204532146453857,0.23024046421051025,0.3501623272895813,0.16536277532577515,0.6014429926872253,0.07836407423019409,0.07413220405578613,0.08787322044372559,0.30188196897506714,0.21386921405792236,0.01894986629486084
mlp_h64_L1,1421,0,5,0.7960382569211991,0.1970948760326092,2.8322653770446777,0.14222705364227295,0.0950859785079956,0.20248162746429443,0.23308104276657104,0.35101836919784546,0.16792845726013184,0.6117395162582397,0.07944613695144653,0.0768272876739502,0.09321773052215576,0.2941080927848816,0.2033115029335022,0.011760592460632324
mlp_h64_L1,1421,0,6,0.7947306110923201,0.20232965854498056,2.911198377609253,0.14395707845687866,0.10471189022064209,0.20429348945617676,0.23495995998382568,0.35049885511398315,0.16907763481140137,0.6134030818939209,0.08312058448791504,0.0813019871711731,0.10089766979217529,0.3051813840866089,0.2175377607345581,0.02134418487548828
mlp_h64_L1,1421,0,7,0.79138594745857,0.20190599331488976,2.9146597385406494,0.1440598964691162,0.1036633849143982,0.2039865255355835,0.23224258422851562,0.34271419048309326,0.16745197772979736,0.6200332641601562,0.08830380439758301,0.0860830545425415,0.10683190822601318,0.29237258434295654,0.21834367513656616,0.018691062927246094
mlp_h64_L1,1421,0,8,0.7918721499965835,0.20279300212860107,3.0038046836853027,0.143257737159729,0.10200625658035278,0.20485156774520874,0.23410087823867798,0.3512558341026306,0.1718319058418274,0.6088683009147644,0.08521825075149536,0.0837441086769104,0.1125287413597107,0.2994301915168762,0.22098559141159058,0.018229663372039795
mlp_h64_L1,1421,0,9,0.7908192830637369,0.20722497426546538,3.272406578063965,0.14477205276489258,0.10708349943161011,0.20359593629837036,0.23146337270736694,0.35499298572540283,0.1752249002456665,0.62394118309021,0.09581565856933594,0.09276676177978516,0.1247522234916687,0.29645097255706787,0.22175097465515137,0.021314144134521484
mlp_h64_L1,1421,0,10,0.7888181570394468,0.2053543237539438,3.3501651287078857,0.14301270246505737,0.10377418994903564,0.204048752784729,0.2302761673927307,0.35494357347488403,0.17599308490753174,0.6235631704330444,0.09022462368011475,0.08961695432662964,0.11955207586288452,0.29426950216293335,0.21864092350006104,0.0216904878616333
mlp_h64_L1,1421,0,11,0.7881330336893863,0.20890411046835092,3.1888558864593506,0.14615380764007568,0.10781800746917725,0.20734572410583496,0.23854172229766846,0.3537769913673401,0.17461031675338745,0.6270442008972168,0.09191429615020752,0.09047770500183105,0.1246681809425354,0.30565983057022095,0.22497308254241943,0.022769570350646973
mlp_h64_L1,1421,0,12,0.7862918342948906,0.1987210878959069,3.403413772583008,0.14601880311965942,0.10468852519989014,0.19486606121063232,0.21671706438064575,0.35183942317962646,0.17289501428604126,0.6215987801551819,0.07825595140457153,0.07801467180252075,0.10201334953308105,0.28535914421081543,0.22244113683700562,0.00866621732711792
mlp_h64_L1,1421,0,13,0.7860860475158049,0.21053778666716355,3.236055850982666,0.1470082402229309,0.11001765727996826,0.20960253477096558,0.23951566219329834,0.354411244392395,0.17823362350463867,0.6300740242004395,0.09563994407653809,0.09284687042236328,0.1262894868850708,0.30706584453582764,0.22560369968414307,0.02068239450454712
mlp_h64_L1,1421,0,14,0.7865247390012151,0.2119026963527386,3.031491994857788,0.14649862051010132,0.10996490716934204,0.20549899339675903,0.23899304866790771,0.3557242155075073,0.17968988418579102,0.6332393884658813,0.09995859861373901,0.09685790538787842,0.13451790809631348,0.30659371614456177,0.22548389434814453,0.021713972091674805
mlp_h64_L1,1421,0,15,0.7850483287950057,0.20956618969257063,3.366194248199463,0.1466190218925476,0.10792112350463867,0.2060512900352478,0.2379598617553711,0.3512478470802307,0.16411620378494263,0.6263063549995422,0.09977346658706665,0.09619545936584473,0.13354456424713135,0.3083494305610657,0.2225484848022461,0.023727357387542725
mlp_h64_L1,1421,0,16,0.7849654091919442,0.21148349230106062,3.3433260917663574,0.14556455612182617,0.10394883155822754,0.21015459299087524,0.2415981888771057,0.35729801654815674,0.1801130771636963,0.634245753288269,0.09665441513061523,0.09182536602020264,0.12790900468826294,0.3094356656074524,0.22681331634521484,0.023724615573883057
mlp_h64_L1,1421,0,17,0.7848846098019621,0.21381648228718683,3.546269416809082,0.14727240800857544,0.11230486631393433,0.2096550464630127,0.2411419153213501,0.35684502124786377,0.1795632243156433,0.6367166042327881,0.10060125589370728,0.09703481197357178,0.13617604970932007,0.3095054626464844,0.22775369882583618,0.025043904781341553
mlp_h64_L1,1421,0,18,0.7837435083314599,0.21317210564246544,3.398463010787964,0.1465776562690735,0.10978072881698608,0.2093794345855713,0.23854738473892212,0.3594570755958557,0.17940455675125122,0.6328446865081787,0.10188913345336914,0.09804153442382812,0.13713443279266357,0.3087790608406067,0.22554707527160645,0.023854613304138184
mlp_h64_L1,1421,0,19,0.7830898071403639,0.20475111557887152,3.3864221572875977,0.1469205617904663,0.10326170921325684,0.19995653629302979,0.22947591543197632,0.3520883321762085,0.1764126420021057,0.6273710131645203,0.08348220586776733,0.08261555433273315,0.1245918869972229,0.30129462480545044,0.22348105907440186,0.010812461376190186
mlp_h128_L2,19341,0,0,0.8348717133527138,0.19411486845750076,3.604792833328247,0.1371842622756958,0.09903085231781006,0.2005649209022522,0.22474336624145508,0.3487005829811096,0.1716904640197754,0.6047096848487854,0.07400721311569214,0.07572460174560547,0.09980100393295288,0.26974838972091675,0.20199930667877197,0.015588641166687012
mlp_h128_L2,19341,0,1,0.793004884045574,0.21162670850753784,3.7091968059539795,0.14257603883743286,0.11821699142456055,0.20793360471725464,0.23621010780334473,0.3409789204597473,0.18767452239990234,0.6319683790206909,0.09791576862335205,0.09522974491119385,0.12712091207504272,0.30980539321899414,0.22846955060958862,0.027047276496887207
mlp_h128_L2,19341,0,2,0.7848021321347268,0.21150294175514808,3.4633102416992188,0.14334917068481445,0.12085539102554321,0.19269925355911255,0.23343753814697266,0.3362083435058594,0.15940743684768677,0.6431400775909424,0.11075127124786377,0.10234928131103516,0.15099340677261353,0.30966246128082275,0.21997350454330444,0.026711106300354004
mlp_h128_L2,19341,0,3,0.775049358499986,0.22844428741014922,3.696427822113037,0.1515188217163086,0.13148504495620728,0.2155129313468933,0.24961644411087036,0.3241215944290161,0.14023077487945557,0.6599599123001099,0.15374743938446045,0.14658880233764648,0.21734517812728882,0.3097723722457886,0.23488980531692505,0.03498661518096924
mlp_h128_L2,19341,0,4,0.764744915765349,0.23955254371349627,3.677067995071411,0.15995275974273682,0.1273687481880188,0.21625226736068726,0.25088411569595337,0.35660624504089355,0.17943507432937622,0.6626557111740112,0.16669058799743652,0.15669035911560059,0.24317246675491333,0.3202856779098511,0.2356550097465515,0.03853404521942139
mlp_h128_L2,19341,0,5,0.7580007203366433,0.21055148198054388,3.653395175933838,0.15832197666168213,0.10693854093551636,0.20013725757598877,0.24395567178726196,0.35653430223464966,0.16881990432739258,0.5635516047477722,0.123546302318573,0.12308722734451294,0.19765019416809082,0.2795291543006897,0.19859308004379272,0.01650404930114746
mlp_h128_L2,19341,0,6,0.7550067167247599,0.24537732509466317,3.601696252822876,0.1655098795890808,0.14234167337417603,0.21974414587020874,0.2530922293663025,0.3811754584312439,0.2014397382736206,0.6701048016548157,0.15623754262924194,0.14911383390426636,0.23492300510406494,0.3147658109664917,0.25463157892227173,0.046825528144836426
mlp_h128_L2,19341,0,7,0.754930465698573,0.24937888292165902,3.5797080993652344,0.16675090789794922,0.1421768069267273,0.21784305572509766,0.25162452459335327,0.3821626305580139,0.20047909021377563,0.6602882146835327,0.17199593782424927,0.1629146933555603,0.2573925256729126,0.324134886264801,0.2549746632575989,0.049187541007995605
mlp_h128_L2,19341,0,8,0.7526450680655964,0.25269927886816174,3.49527645111084,0.1673579216003418,0.13965046405792236,0.230682373046875,0.2604023218154907,0.38775283098220825,0.1983153223991394,0.6669561862945557,0.17424947023391724,0.16619420051574707,0.25921690464019775,0.3272891044616699,0.2568109631538391,0.050212562084198
mlp_h128_L2,19341,0,9,0.7511767722506735,0.25602203149061936,3.573214054107666,0.16303563117980957,0.14530080556869507,0.22627800703048706,0.2587525248527527,0.38928091526031494,0.20266324281692505,0.6622352600097656,0.18948036432266235,0.1805933713912964,0.2747209668159485,0.3244171142578125,0.256115198135376,0.055413007736206055
mlp_h128_L2,19341,0,10,0.7489767067347085,0.2522482734460097,3.603752851486206,0.16364651918411255,0.15281254053115845,0.22240763902664185,0.2551901340484619,0.3855816125869751,0.16725873947143555,0.6563335657119751,0.1910165548324585,0.17860227823257446,0.2726547122001648,0.32892072200775146,0.25079619884490967,0.054006338119506836
mlp_h128_L2,19341,0,11,0.7485464709581221,0.25523727673750657,3.570072889328003,0.16227519512176514,0.14967846870422363,0.22655242681503296,0.25471049547195435,0.3890647888183594,0.20736145973205566,0.6618866920471191,0.1831253170967102,0.1730126142501831,0.26237744092941284,0.32943350076675415,0.2602475881576538,0.058358609676361084
mlp_h128_L2,19341,0,12,0.7458298417025384,0.24873483639497024,3.6965134143829346,0.16162776947021484,0.14726006984710693,0.20783120393753052,0.2366822361946106,0.37542736530303955,0.20030206441879272,0.6611019968986511,0.17729592323303223,0.16512662172317505,0.2579847574234009,0.32222557067871094,0.26049667596817017,0.06019061803817749
mlp_h128_L2,19341,0,13,0.74656415876654,0.2501203738726102,3.5520687103271484,0.16042006015777588,0.13176953792572021,0.2276948094367981,0.2580503225326538,0.38436371088027954,0.19827574491500854,0.6632372736930847,0.18511128425598145,0.17551302909851074,0.2533302903175354,0.31608396768569946,0.24876445531845093,0.048950374126434326
per_res_mlp_h64_L1,1421,0,0,0.8991394074992657,0.1607354971078726,3.142932415008545,0.1785297989845276,0.06054133176803589,0.20014327764511108,0.22163808345794678,0.2929607033729553,0.11835533380508423,0.45400112867355347,0.02843266725540161,0.0283927321434021,0.04188352823257446,0.33286798000335693,0.13268250226974487,-0.0008676052093505859
per_res_mlp_h64_L1,1421,0,1,0.8020498012971726,0.19639915227890015,3.154165029525757,0.2059299349784851,0.03312242031097412,0.32421302795410156,0.33601218461990356,0.4072781801223755,0.18641501665115356,0.5164874196052551,-0.026905298233032227,0.008823394775390625,0.030747532844543457,0.40114372968673706,0.16883635520935059,-0.03891491889953613
per_res_mlp_h64_L1,1421,0,2,0.7730622220899641,0.21206671458024245,3.3008275032043457,0.21510517597198486,0.0771557092666626,0.375196635723114,0.38678663969039917,0.46895402669906616,0.2163131833076477,0.44928330183029175,0.005574643611907959,0.0014941096305847168,0.026822924613952637,0.39917272329330444,0.18108296394348145,-0.046074748039245605
per_res_mlp_h64_L1,1421,0,3,0.7554848122511659,0.2500678621805631,3.166048049926758,0.22325819730758667,0.11374813318252563,0.3954492211341858,0.4035128355026245,0.5020538568496704,0.22923266887664795,0.5500988960266113,0.047701239585876465,0.03374052047729492,0.07221931219100952,0.43681156635284424,0.22828882932662964,0.014766931533813477
per_res_mlp_h64_L1,1421,0,4,0.7379679111712136,0.25672141863749576,3.4042904376983643,0.23907369375228882,0.12287843227386475,0.40917110443115234,0.410800576210022,0.4974710941314697,0.19505596160888672,0.5733927488327026,0.06072127819061279,0.05953872203826904,0.0789794921875,0.4327170252799988,0.24101006984710693,0.016568243503570557
per_res_mlp_h64_L1,1421,0,5,0.7290631377512646,0.22403910068365243,3.3597404956817627,0.24152648448944092,0.030159831047058105,0.44743961095809937,0.4527694582939148,0.5521583557128906,0.25812506675720215,0.5444105863571167,-0.03299438953399658,0.026240229606628418,0.004564166069030762,0.32599472999572754,0.17168623208999634,-0.10957205295562744
per_res_mlp_h64_L1,1421,0,6,0.721609956127703,0.2809951351239131,3.404951810836792,0.24943113327026367,0.13336336612701416,0.4602382183074951,0.46277451515197754,0.5729153752326965,0.2656514048576355,0.5875753164291382,0.06593185663223267,0.06794285774230957,0.0880698561668396,0.4370468258857727,0.244797945022583,0.01719808578491211
per_res_mlp_h64_L1,1421,0,7,0.7137621177935014,0.2746708576495831,3.2755751609802246,0.2535129189491272,0.04916107654571533,0.4763677716255188,0.46949464082717896,0.582956075668335,0.27336448431015015,0.5931042432785034,0.058590054512023926,0.06435871124267578,0.08807450532913208,0.4267340898513794,0.2612667679786682,-0.026264190673828125
per_res_mlp_h64_L1,1421,0,8,0.7102790312526909,0.2689625391593346,3.3728129863739014,0.2581323981285095,0.11350041627883911,0.48478537797927856,0.46445661783218384,0.5826969146728516,0.24908864498138428,0.5697133541107178,0.020947396755218506,0.042928874492645264,0.04283106327056885,0.4382777810096741,0.24839264154434204,-0.01923847198486328
per_res_mlp_h64_L1,1421,0,9,0.7048874026154073,0.22319494302456194,3.082082986831665,0.2570573091506958,-0.02149522304534912,0.3686220645904541,0.39517003297805786,0.5668830275535583,0.2190188765525818,0.5487674474716187,0.006869316101074219,0.0622180700302124,0.05072951316833496,0.3976127505302429,0.16479986906051636,-0.11471879482269287
per_res_mlp_h64_L1,1421,0,10,0.7022006668499025,0.2871419604008014,3.302298069000244,0.25312089920043945,0.12474590539932251,0.48585397005081177,0.4888960123062134,0.5922818183898926,0.25042998790740967,0.6110860109329224,0.07506060600280762,0.08007925748825073,0.09316951036453247,0.42621350288391113,0.24096375703811646,0.010944247245788574
per_res_mlp_h64_L1,1421,0,11,0.6959896690664926,0.28050091633429897,2.987377643585205,0.22487318515777588,0.10780972242355347,0.4862375855445862,0.49013954401016235,0.5465046167373657,0.24379003047943115,0.6039414405822754,0.06069302558898926,0.0753825306892395,0.09796488285064697,0.4213295578956604,0.28348827362060547,0.004357516765594482
per_res_mlp_h64_L1,1421,0,12,0.692661002857358,0.29839517978521496,3.280853033065796,0.26723772287368774,0.14333456754684448,0.487457811832428,0.4758372902870178,0.6208947896957397,0.29314857721328735,0.6019243001937866,0.07569217681884766,0.07728910446166992,0.08954322338104248,0.43579912185668945,0.2868724465370178,0.024106204509735107
per_res_mlp_h64_L1,1421,0,13,0.6915569798777162,0.28835241611187273,3.532034158706665,0.2692168951034546,0.07421261072158813,0.5140542984008789,0.49896252155303955,0.6148018836975098,0.2740269899368286,0.6162598133087158,0.05093437433242798,0.08493423461914062,0.0859532356262207,0.42132097482681274,0.26890379190444946,-0.02500021457672119
per_res_mlp_h64_L1,1421,0,14,0.690474041793008,0.2838055124649635,3.0536136627197266,0.27039241790771484,0.12102997303009033,0.5192353129386902,0.4924396872520447,0.6235894560813904,0.29869788885116577,0.6265178322792053,0.0316309928894043,0.04507368803024292,0.05752044916152954,0.3723161816596985,0.2427120804786682,-0.011684298515319824
