direction,w,length,seed,protein_id,predictor,real,gap
tango_min,8,300,56,s56_n300,805.26220703125,612.983,192.27920703125005
tango_min,8,400,56,s56_n400,649.7764892578125,469.786,179.9904892578125
tango_min,8,500,56,s56_n500,867.9895629882812,918.07,-50.0804370117188
tango_min,8,300,57,s57_n300,699.6761474609375,502.48,197.19614746093748
tango_min,8,400,57,s57_n400,622.580810546875,763.884,-141.30318945312501
tango_min,8,500,57,s57_n500,1151.2562255859375,1343.13,-191.8737744140626
tango_min,16,300,42,s42_n300,473.21905517578125,546.949,-73.7299448242187
tango_min,16,400,42,s42_n400,952.3367919921875,1000.72,-48.38320800781253
tango_min,16,500,42,s42_n500,964.0223999023438,995.726,-31.70360009765625
tango_min,16,300,43,s43_n300,591.8709106445312,564.658,27.212910644531235
tango_min,16,400,43,s43_n400,1064.4949951171875,1001.48,63.01499511718748
tango_min,16,500,43,s43_n500,703.1192016601562,546.215,156.90420166015622
tango_min,16,300,44,s44_n300,706.0484619140625,692.669,13.379461914062517
tango_min,16,400,44,s44_n400,1481.589599609375,1429.34,52.24959960937508
tango_min,16,500,44,s44_n500,1250.71337890625,1489.75,-239.03662109375
tango_min,16,300,45,s45_n300,548.4354248046875,521.716,26.719424804687492
tango_min,16,400,45,s45_n400,669.9456176757812,777.993,-108.0473823242188
tango_min,16,500,45,s45_n500,941.460693359375,749.152,192.30869335937496
tango_min,16,300,46,s46_n300,617.003662109375,446.42,170.58366210937498
tango_min,16,400,46,s46_n400,1287.0810546875,1792.16,-505.0789453125001
tango_min,16,500,46,s46_n500,844.3655395507812,559.733,284.6325395507813
tango_min,16,300,47,s47_n300,494.7147216796875,517.935,-23.220278320312445
tango_min,16,400,47,s47_n400,420.2117919921875,469.349,-49.13720800781249
tango_min,16,500,47,s47_n500,1252.0810546875,1091.81,160.27105468750005
tango_min,16,300,48,s48_n300,546.9381103515625,462.459,84.4791103515625
tango_min,16,400,48,s48_n400,913.3335571289062,922.596,-9.262442871093754
tango_min,16,500,48,s48_n500,1152.824951171875,1302.57,-149.74504882812494
tango_min,16,300,49,s49_n300,774.8607788085938,894.748,-119.8872211914063
tango_min,16,400,49,s49_n400,594.501220703125,619.168,-24.666779296875006
tango_min,16,500,49,s49_n500,1006.0045776367188,922.996,83.00857763671877
tango_min,16,300,50,s50_n300,570.96923828125,583.728,-12.758761718749952
tango_min,16,400,50,s50_n400,739.20263671875,799.223,-60.020363281249956
tango_min,16,500,50,s50_n500,768.0400390625,949.704,-181.66396093749995
tango_min,16,300,51,s51_n300,506.0614929199219,449.552,56.509492919921854
tango_min,16,400,51,s51_n400,896.67236328125,807.499,89.17336328124998
tango_min,16,500,51,s51_n500,1210.72412109375,1518.87,-308.1458789062499
tango_min,16,300,52,s52_n300,507.76873779296875,469.303,38.46573779296875
tango_min,16,400,52,s52_n400,918.3143310546875,879.652,38.662331054687456
tango_min,16,500,52,s52_n500,1335.577392578125,871.305,464.27239257812505
tango_min,16,300,53,s53_n300,620.592529296875,476.393,144.19952929687503
tango_min,16,400,53,s53_n400,892.3131103515625,791.438,100.87511035156251
tango_min,16,500,53,s53_n500,1312.16845703125,1192.97,119.19845703124997
tango_min,16,300,54,s54_n300,862.5662841796875,995.569,-133.00271582031246
tango_min,16,400,54,s54_n400,655.99658203125,838.076,-182.07941796875002
tango_min,16,500,54,s54_n500,1364.770751953125,1185.42,179.35075195312493
tango_min,16,300,55,s55_n300,490.0652770996094,490.606,-0.5407229003906195
tango_min,16,400,55,s55_n400,854.7265625,845.913,8.813562499999989
tango_min,16,500,55,s55_n500,1109.9246826171875,1047.91,62.01468261718742
tango_min,16,300,56,s56_n300,723.9967041015625,569.786,154.21070410156256
tango_min,16,400,56,s56_n400,595.9926147460938,438.611,157.38161474609376
tango_min,16,500,56,s56_n500,769.5172119140625,905.012,-135.49478808593744
tango_min,16,300,57,s57_n300,600.7628173828125,498.714,102.0488173828125
tango_min,16,400,57,s57_n400,567.536376953125,766.484,-198.94762304687504
tango_min,16,500,57,s57_n500,1059.5419921875,1312.41,-252.86800781250008
