arm,L,sample_idx,ca_esmfold,bb3o_esmfold,wall_s
hybrid,100,0,4.447396755218506,4.447396755218506,23.812858819961548
hybrid,100,1,1.1780132055282593,1.1780132055282593,20.266542673110962
hybrid,100,2,1.510594367980957,1.510594367980957,21.62444567680359
hybrid,100,3,1.2843327522277832,1.2843327522277832,19.8617684841156
hybrid,100,4,1.3198860883712769,1.3198860883712769,19.702813863754272
hybrid,100,5,1.7950255870819092,1.7950255870819092,19.302583694458008
hybrid,100,6,1.0560132265090942,1.0560132265090942,19.862725496292114
hybrid,100,7,1.2780717611312866,1.2780717611312866,20.04880952835083
hybrid,100,8,1.654114007949829,1.654114007949829,19.22426962852478
hybrid,100,9,1.4163711071014404,1.4163711071014404,20.053656339645386
hybrid,100,10,1.8531526327133179,1.8531526327133179,20.56131625175476
hybrid,100,11,2.3845536708831787,2.3845536708831787,19.020314931869507
hybrid,100,12,3.9168217182159424,3.9168217182159424,18.90806269645691
hybrid,100,13,11.537203788757324,11.537203788757324,18.854740858078003
hybrid,100,14,1.2448638677597046,1.2448638677597046,18.885584592819214
hybrid,100,15,2.214334726333618,2.214334726333618,18.82787775993347
hybrid,100,16,0.9809895753860474,0.9809895753860474,19.024292707443237
hybrid,100,17,4.1224141120910645,4.1224141120910645,20.054096460342407
hybrid,100,18,2.3839218616485596,2.3839218616485596,18.96890616416931
hybrid,100,19,0.8204736709594727,0.8204736709594727,19.045144081115723
hybrid,100,20,1.732458472251892,1.732458472251892,20.19760274887085
hybrid,100,21,11.898412704467773,11.898412704467773,19.91463804244995
hybrid,100,22,2.029313325881958,2.029313325881958,20.604602813720703
hybrid,100,23,0.874561071395874,0.874561071395874,19.853553771972656
hybrid,100,24,4.2192511558532715,4.2192511558532715,19.171642780303955
hybrid,100,25,3.7274363040924072,3.7274363040924072,19.361710786819458
hybrid,100,26,1.084050178527832,1.084050178527832,19.73380947113037
hybrid,100,27,2.8150765895843506,2.8150765895843506,19.892415046691895
hybrid,100,28,1.455270528793335,1.455270528793335,20.660239696502686
hybrid,100,29,1.4490970373153687,1.4490970373153687,20.483668327331543
hybrid,100,30,1.287937045097351,1.287937045097351,21.146836280822754
hybrid,100,31,2.3085739612579346,2.3085739612579346,21.759446382522583
hybrid,100,32,6.254952430725098,6.254952430725098,19.15715217590332
hybrid,100,33,2.5261428356170654,2.5261428356170654,20.45939612388611
hybrid,100,34,0.9045060873031616,0.9045060873031616,20.105273008346558
hybrid,100,35,2.1613879203796387,2.1613879203796387,19.76924753189087
