global_step,train/loss_step,_runtime,wandb_id
156,2.296010971069336,5521.159883476,oz20mwk3
157,2.0660691261291504,5567.727531247,oz20mwk3
158,1.955706000328064,5592.170668721,oz20mwk3
159,1.8599603176116943,5617.424839522,oz20mwk3
160,1.7863752841949463,5676.86709572,oz20mwk3
161,1.7769010066986084,5702.798280673,oz20mwk3
162,1.7418873310089111,5727.596947662,oz20mwk3
163,1.7099250555038452,5791.092938782,oz20mwk3
164,2.046786308288574,5816.901732438,oz20mwk3
165,1.9911525249481201,5842.155233793,oz20mwk3
166,1.8787899017333984,5924.170986832,oz20mwk3
167,1.862889289855957,5950.210338585,oz20mwk3
168,1.9532668590545654,5975.688026685,oz20mwk3
169,2.3007211685180664,6022.703066413,oz20mwk3
170,2.3100810050964355,6049.41899208,oz20mwk3
171,2.099473714828491,6073.759467279,oz20mwk3
172,1.6638277769088745,6137.068750615,oz20mwk3
173,1.7511661052703857,6162.199351652,oz20mwk3
174,2.818023443222046,6186.997499123,oz20mwk3
175,1.7998378276824951,6234.700985896,oz20mwk3
176,1.8860721588134766,6258.91696989,oz20mwk3
177,1.8082704544067383,6284.174010735,oz20mwk3
178,1.816746711730957,6333.016631003,oz20mwk3
179,1.4376587867736816,6358.125116644,oz20mwk3
180,1.8225948810577393,6383.597978569,oz20mwk3
181,1.8600481748580933,6407.929551522,oz20mwk3
182,1.7424863576889038,6474.273245738,oz20mwk3
183,2.4179368019104004,6499.286803041,oz20mwk3
184,2.0677759647369385,6524.980771385,oz20mwk3
185,1.9043166637420654,6572.322501348,oz20mwk3
186,2.1329612731933594,6597.10191042,oz20mwk3
187,1.9274190664291382,6621.206762428,oz20mwk3
188,1.7670211791992188,6669.691118435,oz20mwk3
189,1.7555111646652222,6695.606228564,oz20mwk3
190,1.884015440940857,6721.066454074,oz20mwk3
191,2.370023488998413,6770.206489199,oz20mwk3
192,1.9520014524459839,6795.670624711,oz20mwk3
193,1.9881848096847534,6821.135427798,oz20mwk3
194,1.7872626781463623,6878.668830894,oz20mwk3
195,2.2907474040985107,6904.812677483,oz20mwk3
196,1.621956706047058,6929.819488421,oz20mwk3
197,1.5803773403167725,6976.699073287,oz20mwk3
198,1.8607057332992554,7001.698265634,oz20mwk3
199,1.6906459331512451,7025.990908949,oz20mwk3
200,1.9998725652694702,7076.106257608,oz20mwk3
201,1.8760288953781128,7080.371502125,oz20mwk3
202,1.8701770305633545,7106.679914482,oz20mwk3
203,2.202700138092041,7131.902815095,oz20mwk3
204,1.561980962753296,7189.512109696,oz20mwk3
205,2.328749656677246,7214.296268656,oz20mwk3
206,2.094011068344116,7239.301180756,oz20mwk3
207,1.888089656829834,7287.991956005,oz20mwk3
208,1.811295509338379,7314.142500559,oz20mwk3
209,1.9525392055511475,7340.055234897,oz20mwk3
210,1.6909997463226318,7365.611112659,oz20mwk3
211,1.9006808996200562,7442.860137173,oz20mwk3
212,1.6612255573272705,7468.333941498,oz20mwk3
213,1.7186355590820312,7494.110214404,oz20mwk3
214,1.792734146118164,7543.642430802,oz20mwk3
215,1.5060474872589111,7567.973557441,oz20mwk3
216,1.7947416305541992,7594.433252559,oz20mwk3
217,2.2643542289733887,7653.179471921,oz20mwk3
218,1.7986654043197632,7677.277053187,oz20mwk3
219,1.7563117742538452,7702.371880851,oz20mwk3
220,1.5743530988693237,7749.175634062,oz20mwk3
221,1.997204303741455,7772.363762082,oz20mwk3
222,2.0442330837249756,7797.45264387,oz20mwk3
223,2.5956552028656006,7846.740985719,oz20mwk3
224,1.8574117422103882,7872.200749863,oz20mwk3
225,2.0487124919891357,7898.425975296,oz20mwk3
226,1.902696132659912,7954.400544857,oz20mwk3
227,1.9766483306884766,7979.873314257,oz20mwk3
228,1.9206528663635254,8004.288513757,oz20mwk3
229,1.6675695180892944,8052.473063288,oz20mwk3
230,1.7111915349960327,8076.57528876,oz20mwk3
231,1.8775027990341187,8101.900442875,oz20mwk3
232,2.0257954597473145,8159.788723908,oz20mwk3
233,1.4740451574325562,8184.564322453,oz20mwk3
234,2.117673397064209,8209.650448931,oz20mwk3
235,1.5746945142745972,8234.682773091,oz20mwk3
236,1.7619514465332031,8294.00756069,oz20mwk3
237,1.739048719406128,8318.40830309,oz20mwk3
238,1.8032913208007812,8343.675405531,oz20mwk3
239,1.9343359470367432,8406.955107387,oz20mwk3
240,1.7893753051757812,8432.724090296,oz20mwk3
241,1.7556146383285522,8457.542933431,oz20mwk3
242,3.2429237365722656,8520.235897209,oz20mwk3
243,2.094599485397339,8544.639506778,oz20mwk3
244,2.244001865386963,8570.602084547,oz20mwk3
245,1.603226661682129,8618.504833122,oz20mwk3
246,1.787759780883789,8644.03444757,oz20mwk3
247,1.8883836269378662,8669.299694834,oz20mwk3
248,1.6942390203475952,8726.223337952,oz20mwk3
249,1.8665454387664795,8751.080579256,oz20mwk3
250,2.1118524074554443,8776.335241852,oz20mwk3
251,2.06394362449646,8825.842563785,oz20mwk3
252,1.8949143886566162,8850.928342647,oz20mwk3
253,1.562535047531128,8876.648891672,oz20mwk3
254,1.7176918983459473,8924.119224718,oz20mwk3
255,1.7612454891204834,8949.65895526,oz20mwk3
256,1.707571268081665,8974.471791064,oz20mwk3
257,1.896728515625,9022.403221878,oz20mwk3
258,1.8898028135299683,9048.404428696,oz20mwk3
259,2.341172695159912,9074.34918733,oz20mwk3
260,1.8193867206573486,9100.042673174,oz20mwk3
261,1.6959149837493896,9147.147519435,oz20mwk3
262,2.3077855110168457,9173.561448085,oz20mwk3
263,2.233705997467041,9199.502782306,oz20mwk3
264,2.0354557037353516,9258.84418143,oz20mwk3
265,2.051886796951294,9284.807492889,oz20mwk3
266,1.9568085670471191,9309.379259787,oz20mwk3
267,1.9401887655258179,9358.961402849,oz20mwk3
268,2.5121941566467285,9384.473371772,oz20mwk3
269,1.8311841487884521,9410.173740328,oz20mwk3
270,2.139498233795166,9459.084146985,oz20mwk3
271,2.2287344932556152,9484.828906595,oz20mwk3
272,1.799700140953064,9509.850075155,oz20mwk3
273,1.5047138929367065,9571.591692969,oz20mwk3
274,1.4761232137680054,9596.427568568,oz20mwk3
275,1.7667484283447266,9621.908416769,oz20mwk3
276,2.2577264308929443,9679.274366838,oz20mwk3
277,1.8801183700561523,9704.793462461,oz20mwk3
278,1.8140597343444824,9728.452631973,oz20mwk3
279,1.8841750621795654,9777.99046944,oz20mwk3
280,2.084709882736206,9804.411797956,oz20mwk3
281,2.1265666484832764,9829.66557517,oz20mwk3
282,1.9431419372558594,9888.386728888,oz20mwk3
283,1.9783653020858765,9913.213848876,oz20mwk3
284,2.160149574279785,9939.138915454,oz20mwk3
285,2.0599007606506348,9964.671729736,oz20mwk3
286,1.4964449405670166,10014.449407008,oz20mwk3
287,1.7006057500839233,10039.463980696,oz20mwk3
288,1.9379892349243164,10065.230911467,oz20mwk3
289,1.719200849533081,10111.827759794,oz20mwk3
290,1.7097418308258057,10136.391110206,oz20mwk3
291,2.459657669067383,10160.565184918,oz20mwk3
292,1.72236967086792,10208.538069033,oz20mwk3
293,1.635587453842163,10234.014739454,oz20mwk3
294,2.2653141021728516,10259.318958934,oz20mwk3
295,1.6589210033416748,10367.86082404,oz20mwk3
296,1.5348029136657715,10392.880612341,oz20mwk3
297,1.7871440649032593,10418.405945821,oz20mwk3
298,1.5192623138427734,10474.25818837,oz20mwk3
299,1.928341269493103,10499.949875819,oz20mwk3
300,1.6960606575012207,10524.990345948,oz20mwk3
301,1.9678285121917725,10572.614641236,oz20mwk3
302,1.855460524559021,10577.562551136,oz20mwk3
303,1.485679030418396,10603.183104623,oz20mwk3
304,2.0265157222747803,10629.394147875,oz20mwk3
305,1.6932103633880615,10692.999462765,oz20mwk3
306,2.047738552093506,10718.749838039,oz20mwk3
307,1.5661289691925049,10744.750493964,oz20mwk3
308,1.8419153690338135,10792.471297988,oz20mwk3
309,2.0180420875549316,10818.220420812,oz20mwk3
310,1.9226455688476562,10843.317925828,oz20mwk3
311,2.211085557937622,10893.98033165,oz20mwk3
312,1.9454219341278076,10919.038119162,oz20mwk3
313,1.5790103673934937,10943.434747414,oz20mwk3
314,1.9659513235092163,10990.95271958,oz20mwk3
315,1.5836719274520874,11016.462473737,oz20mwk3
316,1.5941905975341797,11041.090278675,oz20mwk3
317,1.5456113815307617,11065.874084849,oz20mwk3
318,1.8597276210784912,11113.622385877,oz20mwk3
319,1.8415225744247437,11137.801733711,oz20mwk3
320,1.698075771331787,11163.069124242,oz20mwk3
321,1.640043020248413,11211.513486672,oz20mwk3
322,1.6983318328857422,11235.697343066,oz20mwk3
323,1.853508472442627,11260.728416183,oz20mwk3
324,2.022836685180664,11326.04100082,oz20mwk3
325,1.6987411975860596,11351.35987494,oz20mwk3
326,2.3077657222747803,11376.393429793,oz20mwk3
327,1.75971257686615,11435.989805894,oz20mwk3
328,1.8185771703720093,11460.397425412,oz20mwk3
329,1.5457878112792969,11485.658543648,oz20mwk3
330,2.212146282196045,11536.198805216,oz20mwk3
331,1.7240540981292725,11560.834775444,oz20mwk3
332,1.9843473434448242,11586.784010171,oz20mwk3
333,2.028749942779541,11635.89606207,oz20mwk3
334,1.7080590724945068,11661.666183649,oz20mwk3
335,2.0887057781219482,11688.068692935,oz20mwk3
336,1.939347743988037,11758.760404103,oz20mwk3
337,1.597275733947754,11784.077535561,oz20mwk3
338,1.8046185970306396,11809.352464101,oz20mwk3
339,2.2188289165496826,11874.001403227,oz20mwk3
340,1.4676051139831543,11899.095996268,oz20mwk3
341,1.64353346824646,11923.691386233,oz20mwk3
342,1.9444631338119507,11950.10462449,oz20mwk3
343,1.664240837097168,12013.957590427,oz20mwk3
344,1.7297701835632324,12038.556877282,oz20mwk3
345,1.7844046354293823,12064.497944847,oz20mwk3
346,1.8005788326263428,12111.359819552,oz20mwk3
347,1.6962255239486694,12136.194489911,oz20mwk3
348,2.0840654373168945,12160.789667342,oz20mwk3
349,1.8183188438415527,12207.429466906,oz20mwk3
350,3.1199746131896973,12232.028640064,oz20mwk3
351,2.224432945251465,12258.895956959,oz20mwk3
352,1.627250075340271,12315.93538075,oz20mwk3
353,1.631838321685791,12340.995377266,oz20mwk3
354,1.8076156377792358,12365.356408795,oz20mwk3
355,1.8093942403793335,12411.080442911,oz20mwk3
356,1.5083221197128296,12436.592284907,oz20mwk3
357,2.0481488704681396,12462.309998311,oz20mwk3
358,1.7809693813323975,12508.500515257,oz20mwk3
359,1.6836919784545898,12533.559208629,oz20mwk3
360,1.611731767654419,12558.361596811,oz20mwk3
361,1.8644506931304932,12607.204439029,oz20mwk3
362,2.1532509326934814,12631.789749433,oz20mwk3
363,1.5730359554290771,12656.596071501,oz20mwk3
364,1.7579983472824097,12703.695943373,oz20mwk3
365,2.008918046951294,12728.285831606,oz20mwk3
366,2.4712705612182617,12754.693859355,oz20mwk3
367,1.8777196407318115,12780.473714656,oz20mwk3
368,2.02238130569458,12838.832624064,oz20mwk3
369,1.791368842124939,12863.864493803,oz20mwk3
370,1.482933521270752,12888.958766406,oz20mwk3
371,2.025634765625,12936.281854804,oz20mwk3
372,2.047523021697998,12959.960116403,oz20mwk3
373,1.2682876586914062,12985.054987995,oz20mwk3
374,1.8298934698104858,13042.801610381,oz20mwk3
375,1.5988911390304565,13068.989341079,oz20mwk3
376,1.5828741788864136,13094.084822439,oz20mwk3
377,1.9488704204559326,13142.895734213,oz20mwk3
378,2.1120591163635254,13168.619829776,oz20mwk3
379,1.9493335485458374,13193.262989392,oz20mwk3
380,1.7915680408477783,13250.837150555,oz20mwk3
381,2.102994918823242,13276.558088323,oz20mwk3
382,1.6072295904159546,13301.432633648,oz20mwk3
383,1.91884446144104,13358.218323331,oz20mwk3
384,1.6859363317489624,13383.487899276,oz20mwk3
385,1.4970035552978516,13408.822134253,oz20mwk3
386,1.632171630859375,13468.040094604,oz20mwk3
387,1.8091466426849365,13492.404260077,oz20mwk3
388,1.5459020137786865,13518.415010329,oz20mwk3
389,5.312952041625977,13583.224190655,oz20mwk3
390,1.6870225667953491,13608.504544012,oz20mwk3
391,1.4997222423553467,13632.692618829,oz20mwk3
392,1.7224504947662354,13658.642887545,oz20mwk3
393,1.8148350715637207,13717.443810617,oz20mwk3
394,2.3321895599365234,13742.311658631,oz20mwk3
395,1.951947569847107,13766.896992254,oz20mwk3
396,1.9204423427581787,13827.222863847,oz20mwk3
397,1.8849437236785889,13852.770841618,oz20mwk3
398,1.8786237239837646,13877.364277514,oz20mwk3
399,1.8548839092254639,13926.36922671,oz20mwk3
400,1.7955706119537354,13951.467478677,oz20mwk3
401,1.9251164197921753,13976.489949913,oz20mwk3
396,3.331043243408203,127.203679472,emsldaeq
397,1.8903868198394775,152.274408334,emsldaeq
398,1.4142268896102905,177.485660907,emsldaeq
399,1.9028441905975342,202.047228287,emsldaeq
400,1.7847427129745483,229.478884082,emsldaeq
401,1.7552388906478882,254.01042878,emsldaeq
402,1.502389907836914,278.341047494,emsldaeq
403,1.4381130933761597,283.113890487,emsldaeq
404,1.888607382774353,313.205562762,emsldaeq
405,2.126486301422119,338.446854092,emsldaeq
406,1.4922893047332764,362.528394495,emsldaeq
407,1.6765655279159546,387.287604081,emsldaeq
408,1.828205943107605,412.137347537,emsldaeq
409,1.6453804969787598,438.2643847,emsldaeq
410,1.9060468673706055,463.253032795,emsldaeq
411,2.4997994899749756,488.347466162,emsldaeq
412,1.7166125774383545,513.563160364,emsldaeq
413,2.0875771045684814,538.31449832,emsldaeq
414,1.7850879430770874,563.174391714,emsldaeq
415,1.7126697301864624,588.161422608,emsldaeq
416,1.8851230144500732,613.602596839,emsldaeq
417,1.8647950887680054,638.924769288,emsldaeq
418,1.5251333713531494,664.136920445,emsldaeq
419,3.2744860649108887,689.791886913,emsldaeq
420,1.561578631401062,716.010997878,emsldaeq
421,1.861912727355957,741.229164813,emsldaeq
422,1.7795343399047852,766.89025306,emsldaeq
423,1.9674012660980225,793.342309151,emsldaeq
424,1.6667693853378296,818.099087673,emsldaeq
425,1.7913951873779297,843.764264448,emsldaeq
426,1.8004688024520874,868.173049367,emsldaeq
427,1.871626853942871,893.385372852,emsldaeq
428,1.6374006271362305,918.363025231,emsldaeq
429,2.244628429412842,942.999045511,emsldaeq
430,1.8431501388549805,968.888757927,emsldaeq
431,1.6910676956176758,995.473761861,emsldaeq
432,1.580528736114502,1019.87937712,emsldaeq
433,1.5807832479476929,1045.327116174,emsldaeq
434,1.6985843181610107,1070.316738602,emsldaeq
435,1.6274092197418213,1096.991455997,emsldaeq
436,1.719610571861267,1121.527103755,emsldaeq
437,1.5844173431396484,1148.108295435,emsldaeq
438,1.746977686882019,1174.103017018,emsldaeq
439,1.7761896848678589,1199.772271737,emsldaeq
440,2.1215431690216064,1256.844991461,emsldaeq
441,1.5258210897445679,1281.68147403,emsldaeq
442,2.0251011848449707,1307.156434614,emsldaeq
443,2.279416561126709,1332.815355844,emsldaeq
444,2.1882195472717285,1358.579286167,emsldaeq
445,1.6807303428649902,1383.096751688,emsldaeq
446,1.6927928924560547,1408.756052601,emsldaeq
447,1.4719758033752441,1433.148304042,emsldaeq
448,1.6867116689682007,1458.576439882,emsldaeq
449,1.639589786529541,1484.228415903,emsldaeq
450,1.7545417547225952,1508.847834588,emsldaeq
451,1.9814722537994385,1533.59532175,emsldaeq
452,1.8064355850219727,1559.479077477,emsldaeq
453,2.1180083751678467,1584.787665952,emsldaeq
454,1.6313681602478027,1609.990397379,emsldaeq
455,1.8726117610931396,1635.429029089,emsldaeq
456,2.0068042278289795,1661.188373526,emsldaeq
457,1.6956361532211304,1687.074401303,emsldaeq
458,2.250967502593994,1712.056021859,emsldaeq
459,1.682568907737732,1737.817476986,emsldaeq
460,2.320723295211792,1763.706585067,emsldaeq
461,2.0460410118103027,1789.821996169,emsldaeq
462,1.4283692836761475,1815.811069467,emsldaeq
463,1.9439886808395386,1841.023012281,emsldaeq
464,1.991060733795166,1865.779660152,emsldaeq
465,1.869676947593689,1891.994882586,emsldaeq
466,1.6043369770050049,1917.213144637,emsldaeq
467,1.5376651287078857,1942.42502736,emsldaeq
468,1.8423627614974976,1967.962266016,emsldaeq
469,1.519141435623169,1993.620670257,emsldaeq
470,1.4046354293823242,2018.830331955,emsldaeq
471,1.675039291381836,2043.458764608,emsldaeq
472,1.688103437423706,2068.214936193,emsldaeq
473,1.4317543506622314,2094.554547901,emsldaeq
474,1.759493350982666,2118.267261043,emsldaeq
475,1.394818663597107,2142.792057391,emsldaeq
476,1.594530463218689,2168.230831656,emsldaeq
477,1.6949570178985596,2192.854937327,emsldaeq
478,1.747434377670288,2218.972172793,emsldaeq
479,1.8553617000579834,2244.636188535,emsldaeq
480,1.6847054958343506,2269.712850428,emsldaeq
481,1.6395947933197021,2296.059913054,emsldaeq
482,1.755615472793579,2320.585118871,emsldaeq
483,1.6868391036987305,2345.446493992,emsldaeq
484,1.7103362083435059,2370.882736246,emsldaeq
485,2.6732754707336426,2396.09064752,emsldaeq
486,1.7494690418243408,2421.638847943,emsldaeq
487,1.6238049268722534,2447.98590606,emsldaeq
488,1.4656070470809937,2472.969731009,emsldaeq
489,1.7517509460449219,2498.280031338,emsldaeq
490,1.6126865148544312,2522.581260098,emsldaeq
491,1.4071300029754639,2548.24836259,emsldaeq
492,1.774247169494629,2574.002771324,emsldaeq
493,1.6577142477035522,2599.663505777,emsldaeq
494,1.8066997528076172,2624.865213794,emsldaeq
495,1.563929557800293,2650.179165666,emsldaeq
496,1.2866789102554321,2674.704579895,emsldaeq
497,1.5401947498321533,2700.359663791,emsldaeq
498,1.5721750259399414,2725.890934218,emsldaeq
499,1.4730749130249023,2777.053278407,emsldaeq
500,1.6485648155212402,2802.509930767,emsldaeq
501,2.022305965423584,2827.588284839,emsldaeq
502,1.5527490377426147,2853.206588727,emsldaeq
503,1.450260043144226,2922.937480467,emsldaeq
504,2.02899169921875,2927.660880927,emsldaeq
505,1.5601452589035034,2953.422111679,emsldaeq
506,1.8527601957321167,2977.972655071,emsldaeq
507,2.1717724800109863,3003.412199311,emsldaeq
508,1.8802921772003174,3028.488156294,emsldaeq
509,1.928892970085144,3053.030819568,emsldaeq
510,1.6036123037338257,3078.701573882,emsldaeq
511,1.4583425521850586,3103.785838353,emsldaeq
512,1.62276291847229,3128.336860228,emsldaeq
513,1.6843152046203613,3153.551882719,emsldaeq
514,2.2338080406188965,3177.719681418,emsldaeq
515,2.1615185737609863,3201.124678762,emsldaeq
516,1.501676321029663,3227.249607757,emsldaeq
517,1.9865999221801758,3252.562949965,emsldaeq
518,1.6681106090545654,3276.196300814,emsldaeq
519,1.8619296550750732,3301.187626508,emsldaeq
520,1.7176426649093628,3324.902750893,emsldaeq
521,1.4702086448669434,3350.135754897,emsldaeq
522,1.9212491512298584,3374.216077522,emsldaeq
523,1.6893291473388672,3399.51677538,emsldaeq
524,1.5782968997955322,3425.205234977,emsldaeq
525,1.5268453359603882,3449.059131703,emsldaeq
526,1.6001715660095215,3474.352481402,emsldaeq
527,1.692086935043335,3499.587695325,emsldaeq
528,1.6628779172897339,3524.580019544,emsldaeq
529,1.563672423362732,3550.557650005,emsldaeq
530,1.7157506942749023,3576.262157397,emsldaeq
531,1.765452265739441,3601.485697917,emsldaeq
532,1.5760383605957031,3627.00620876,emsldaeq
533,1.880982756614685,3652.02211511,emsldaeq
534,1.6084240674972534,3677.01529156,emsldaeq
535,1.958735704421997,3702.312305644,emsldaeq
536,1.5668772459030151,3727.324504386,emsldaeq
537,1.7275646924972534,3752.309240308,emsldaeq
538,4.320139408111572,3777.60240993,emsldaeq
539,2.0121512413024902,3803.529982577,emsldaeq
540,1.82461678981781,3829.661848114,emsldaeq
541,1.8883627653121948,3854.955546924,emsldaeq
542,1.3988113403320312,3880.198644773,emsldaeq
543,2.9331917762756348,3904.962113666,emsldaeq
544,1.9832799434661865,3930.029501332,emsldaeq
545,1.7703131437301636,3954.376739176,emsldaeq
